dimensions,budget,algorithm,rank,ngopt rank,algo ID,in data,points test,rank test
15,9000,ConfPortfolio_scale2_NA_ngopt14s_1,4,0,38,True,237,4
15,9000,CMA,1,-1,0,True,399,1
15,9000,MetaModel,2,2,3,True,346,3
15,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,3,5,True,376,2
15,9000,ChainMetaModelPowell,4,4,1,True,237,4
15,10000,ConfPortfolio_scale2_NA_ngopt14s_1,4,0,38,True,248,4
15,10000,CMA,1,-1,0,True,425,1
15,10000,MetaModel,2,2,3,True,368,2
15,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,3,5,True,356,3
15,10000,ChainMetaModelPowell,4,4,1,True,248,4
20,200,Cobyla,1,0,2,True,385,1
20,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,303,2
20,200,MetaModelOnePlusOne,3,3,4,True,152,3
20,200,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,3,4
20,200,CMA,4,4,0,True,3,4
20,300,Cobyla,1,0,2,True,358,1
20,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,346,2
20,300,MetaModelOnePlusOne,3,3,4,True,136,3
20,300,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,8,4
20,300,CMA,4,4,0,True,8,4
20,500,Cobyla,1,0,2,True,293,2
20,500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,401,1
20,500,MetaModelOnePlusOne,3,3,4,True,115,3
20,500,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,47,4
20,500,ChainMetaModelPowell,4,4,1,True,7,5
20,1000,Cobyla,1,0,2,True,226,2
20,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,351,1
20,1000,MetaModelOnePlusOne,3,3,4,True,96,4
20,1000,ChainMetaModelPowell,4,4,1,True,88,5
20,1000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,131,3
20,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5,True,311,1
20,1500,Cobyla,2,2,2,True,162,3
20,1500,MetaModelOnePlusOne,3,3,4,True,73,5
20,1500,ChainMetaModelPowell,4,4,1,True,186,2
20,1500,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,160,4
20,2000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5,True,322,1
20,2000,Cobyla,2,2,2,True,137,5
20,2000,MetaModel,3,3,3,True,229,3
20,2000,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,230,2
20,2000,ChainMetaModelPowell,3,3,1,True,189,4
20,2500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5,True,332,1
20,2500,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,249,3
20,2500,ChainMetaModelPowell,2,2,1,True,191,4
20,2500,MetaModel,2,2,3,True,251,2
20,2500,Cobyla,5,5,2,True,108,5
20,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5,True,345,1
20,3000,MetaModel,2,2,3,True,309,2
20,3000,ChainMetaModelPowell,2,2,1,True,212,5
20,3000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,302,3
20,3000,CMA,5,5,0,True,302,3
20,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5,True,344,1
20,3500,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,307,2
20,3500,ChainMetaModelPowell,2,2,1,True,217,5
20,3500,MetaModel,2,2,3,True,304,4
20,3500,CMA,5,5,0,True,307,2
20,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5,True,350,1
20,4000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,320,3
20,4000,MetaModel,2,2,3,True,328,2
20,4000,CMA,2,2,0,True,320,3
20,4000,ChainMetaModelPowell,2,2,1,True,207,5
20,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5,True,353,1
20,4500,CMA,2,2,0,True,321,3
20,4500,ChainMetaModelPowell,3,3,1,True,219,5
20,4500,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,321,3
20,4500,MetaModel,3,3,3,True,335,2
20,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5,True,365,1
20,5000,MetaModel,2,2,3,True,344,2
20,5000,CMA,2,2,0,True,322,3
20,5000,ChainMetaModelPowell,2,2,1,True,222,5
20,5000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,322,3
20,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),5,0,5,True,379,1
20,6000,ChainMetaModelPowell,1,1,1,True,233,5
20,6000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38,True,323,3
20,6000,CMA,3,3,0,True,323,3
20,6000,MetaModel,4,4,3,True,324,2
20,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,0,5,True,372,1
20,7000,CMA,1,-1,0,True,343,2
20,7000,MetaModel,2,2,3,True,339,3
20,7000,ChainMetaModelPowell,4,4,1,True,236,4
20,7000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,236,4
20,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,0,5,True,375,1
20,8000,MetaModel,1,-1,3,True,350,3
20,8000,CMA,2,2,0,True,362,2
20,8000,ChainMetaModelPowell,4,4,1,True,214,4
20,8000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,214,4
20,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,0,5,True,374,1
20,9000,CMA,1,-1,0,True,370,2
20,9000,MetaModel,3,3,3,True,347,3
20,9000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,232,4
20,9000,ChainMetaModelPowell,4,4,1,True,232,4
20,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,0,5,True,372,2
20,10000,CMA,1,-1,0,True,383,1
20,10000,MetaModel,2,2,3,True,355,3
20,10000,ChainMetaModelPowell,4,4,1,True,235,4
20,10000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,235,4
25,200,Cobyla,1,0,2,True,411,1
25,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,283,2
25,200,MetaModelOnePlusOne,3,3,4,True,134,3
25,200,CMA,4,4,0,True,5,4
25,200,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,5,4
25,300,Cobyla,1,0,2,True,377,1
25,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,331,2
25,300,MetaModelOnePlusOne,3,3,4,True,123,3
25,300,CMA,4,4,0,True,8,4
25,300,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,8,4
25,500,Cobyla,1,0,2,True,320,2
25,500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,386,1
25,500,MetaModelOnePlusOne,3,3,4,True,114,3
25,500,CMA,4,4,0,True,38,4
25,500,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,38,4
25,1000,Cobyla,1,0,2,True,241,2
25,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,363,1
25,1000,MetaModelOnePlusOne,3,3,4,True,107,4
25,1000,ChainMetaModelPowell,4,4,1,True,50,5
25,1000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,124,3
25,1500,CMA,7,0,0,True,170,4
25,1500,Cobyla,1,-1,2,True,186,2
25,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,278,1
25,1500,MetaModelOnePlusOne,3,3,4,True,93,5
25,1500,ChainMetaModelPowell,4,4,1,True,174,3
25,2000,CMA,7,0,0,True,187,3
25,2000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,287,1
25,2000,Cobyla,2,2,2,True,150,4
25,2000,MetaModelOnePlusOne,3,3,4,True,80,5
25,2000,ChainMetaModelPowell,4,4,1,True,196,2
25,2500,CMA,7,0,0,True,231,2
25,2500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,276,1
25,2500,Cobyla,2,2,2,True,127,4
25,2500,MetaModelOnePlusOne,3,3,4,True,72,5
25,2500,ChainMetaModelPowell,4,4,1,True,195,3
25,3000,CMA,7,0,0,True,296,3
25,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,327,1
25,3000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,296,3
25,3000,ChainMetaModelPowell,2,2,1,True,237,5
25,3000,MetaModel,2,2,3,True,297,2
25,3500,CMA,5,0,0,True,316,2
25,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,312,4
25,3500,ChainMetaModelPowell,2,2,1,True,230,5
25,3500,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,316,2
25,3500,MetaModel,4,4,3,True,317,1
25,4000,CMA,5,0,0,True,342,1
25,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,314,4
25,4000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,342,1
25,4000,ChainMetaModelPowell,2,2,1,True,220,5
25,4000,MetaModel,4,4,3,True,334,3
25,4500,CMA,5,0,0,True,333,2
25,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,300,4
25,4500,ChainMetaModelPowell,2,2,1,True,232,5
25,4500,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,333,2
25,4500,MetaModel,2,2,3,True,349,1
25,5000,CMA,2,0,0,True,335,2
25,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,351,1
25,5000,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,335,2
25,5000,ChainMetaModelPowell,3,3,1,True,227,5
25,5000,MetaModel,3,3,3,True,333,4
25,6000,CMA,5,0,0,True,347,3
25,6000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38,True,347,3
25,6000,ChainMetaModelPowell,1,1,1,True,225,5
25,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,3,5,True,352,2
25,6000,MetaModel,4,4,3,True,362,1
25,7000,ChainMetaModelPowell,4,0,1,True,234,4
25,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,361,2
25,7000,CMA,2,2,0,True,351,3
25,7000,MetaModel,3,3,3,True,364,1
25,7000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,234,4
25,8000,ChainMetaModelPowell,4,0,1,True,232,4
25,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,357,3
25,8000,CMA,2,2,0,True,366,2
25,8000,MetaModel,3,3,3,True,372,1
25,8000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,232,4
25,9000,ChainMetaModelPowell,4,0,1,True,230,4
25,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,366,2
25,9000,CMA,2,2,0,True,355,3
25,9000,MetaModel,3,3,3,True,372,1
25,9000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,230,4
25,10000,ChainMetaModelPowell,4,0,1,True,239,4
25,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,348,3
25,10000,CMA,2,2,0,True,363,2
25,10000,MetaModel,3,3,3,True,378,1
25,10000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,239,4
30,200,Cobyla,1,0,2,True,387,1
30,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,306,2
30,200,MetaModelOnePlusOne,3,3,4,True,136,3
30,200,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,1,4
30,200,CMA,4,4,0,True,1,4
30,300,Cobyla,1,0,2,True,370,1
30,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,340,2
30,300,MetaModelOnePlusOne,3,3,4,True,122,3
30,300,CMA,4,4,0,True,4,4
30,300,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,4,4
30,500,Cobyla,1,0,2,True,344,2
30,500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,398,1
30,500,MetaModelOnePlusOne,3,3,4,True,89,3
30,500,CMA,4,4,0,True,20,4
30,500,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,20,4
30,1000,Cobyla,1,0,2,True,277,2
30,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,366,1
30,1000,MetaModelOnePlusOne,3,3,4,True,94,4
30,1000,ChainMetaModelPowell,4,4,1,True,10,5
30,1000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,127,3
30,1500,Cobyla,1,0,2,True,235,2
30,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,321,1
30,1500,MetaModelOnePlusOne,3,3,4,True,87,5
30,1500,ChainMetaModelPowell,4,4,1,True,99,4
30,1500,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,155,3
30,2000,CMA,7,0,0,True,162,4
30,2000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,290,1
30,2000,Cobyla,2,2,2,True,184,3
30,2000,MetaModelOnePlusOne,3,3,4,True,70,5
30,2000,ChainMetaModelPowell,4,4,1,True,195,2
30,2500,CMA,7,0,0,True,191,3
30,2500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,283,1
30,2500,Cobyla,2,2,2,True,151,4
30,2500,MetaModelOnePlusOne,3,3,4,True,69,5
30,2500,ChainMetaModelPowell,4,4,1,True,205,2
30,3000,CMA,7,0,0,True,197,2
30,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,307,1
30,3000,Cobyla,2,2,2,True,143,4
30,3000,MetaModelOnePlusOne,3,3,4,True,65,5
30,3000,ChainMetaModelPowell,4,4,1,True,197,2
30,3500,CMA,7,0,0,True,242,2
30,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,293,1
30,3500,Cobyla,2,2,2,True,140,5
30,3500,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,242,2
30,3500,ChainMetaModelPowell,3,3,1,True,207,4
30,4000,CMA,6,0,0,True,314,3
30,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,318,1
30,4000,ChainMetaModelPowell,2,2,1,True,230,5
30,4000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,314,3
30,4000,MetaModel,2,2,3,True,315,2
30,4500,CMA,5,0,0,True,339,1
30,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,300,4
30,4500,ChainMetaModelPowell,2,2,1,True,231,5
30,4500,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,339,1
30,4500,MetaModel,2,2,3,True,339,1
30,5000,CMA,5,0,0,True,350,2
30,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,306,4
30,5000,MetaModel,2,2,3,True,353,1
30,5000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,350,2
30,5000,ChainMetaModelPowell,2,2,1,True,211,5
30,6000,CMA,5,0,0,True,357,2
30,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,315,4
30,6000,ChainMetaModelPowell,2,2,1,True,233,5
30,6000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,357,2
30,6000,MetaModel,4,4,3,True,362,1
30,7000,ChainMetaModelPowell,2,0,1,True,243,5
30,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,316,3
30,7000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,244,4
30,7000,MetaModel,4,4,3,True,375,1
30,7000,CMA,5,5,0,True,375,1
30,8000,ChainMetaModelPowell,4,0,1,True,236,4
30,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,338,3
30,8000,MetaModel,2,2,3,True,376,2
30,8000,CMA,3,3,0,True,378,1
30,8000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,235,5
30,9000,ChainMetaModelPowell,4,0,1,True,230,4
30,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,336,3
30,9000,CMA,2,2,0,True,384,2
30,9000,MetaModel,3,3,3,True,392,1
30,9000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,230,4
30,10000,ChainMetaModelPowell,4,0,1,True,251,4
30,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,331,3
30,10000,MetaModel,2,2,3,True,386,1
30,10000,CMA,3,3,0,True,376,2
30,10000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,251,4
35,200,Cobyla,1,0,2,True,394,1
35,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,297,2
35,200,MetaModelOnePlusOne,3,3,4,True,135,3
35,200,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,2,4
35,200,CMA,4,4,0,True,2,4
35,300,Cobyla,1,0,2,True,389,1
35,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,338,2
35,300,MetaModelOnePlusOne,3,3,4,True,97,3
35,300,CMA,4,4,0,True,6,4
35,300,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,6,4
35,500,Cobyla,1,0,2,True,375,2
35,500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,396,1
35,500,MetaModelOnePlusOne,3,3,4,True,66,3
35,500,CMA,4,4,0,True,12,4
35,500,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,12,4
35,1000,Cobyla,1,0,2,True,303,2
35,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,407,1
35,1000,MetaModelOnePlusOne,3,3,4,True,66,5
35,1000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,92,3
35,1000,CMA,4,4,0,True,92,3
35,1500,Cobyla,1,0,2,True,263,2
35,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,375,1
35,1500,MetaModelOnePlusOne,3,3,4,True,66,5
35,1500,CMA,4,4,0,True,172,3
35,1500,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,172,3
35,2000,MetaModelOnePlusOne,3,0,4,True,60,5
35,2000,Cobyla,1,-1,2,True,223,2
35,2000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,302,1
35,2000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,169,3
35,2000,ChainMetaModelPowell,4,4,1,True,147,4
35,2500,CMA,7,0,0,True,187,3
35,2500,Cobyla,1,-1,2,True,176,4
35,2500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,273,1
35,2500,MetaModelOnePlusOne,3,3,4,True,49,5
35,2500,ChainMetaModelPowell,4,4,1,True,214,2
35,3000,CMA,7,0,0,True,210,2
35,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,275,1
35,3000,Cobyla,2,2,2,True,158,4
35,3000,MetaModelOnePlusOne,3,3,4,True,49,5
35,3000,ChainMetaModelPowell,4,4,1,True,206,3
35,3500,CMA,7,0,0,True,238,2
35,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,279,1
35,3500,Cobyla,2,2,2,True,152,5
35,3500,ChainMetaModelPowell,3,3,1,True,215,4
35,3500,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,238,2
35,4000,CMA,7,0,0,True,255,2
35,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,275,1
35,4000,Cobyla,2,2,2,True,139,5
35,4000,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,255,2
35,4000,ChainMetaModelPowell,3,3,1,True,209,4
35,4500,CMA,7,0,0,True,267,2
35,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,272,1
35,4500,Cobyla,2,2,2,True,128,5
35,4500,ChainMetaModelPowell,3,3,1,True,216,4
35,4500,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,267,2
35,5000,CMA,6,0,0,True,338,1
35,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,307,4
35,5000,MetaModel,2,2,3,True,338,1
35,5000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,338,1
35,5000,ChainMetaModelPowell,2,2,1,True,219,5
35,6000,CMA,5,0,0,True,329,2
35,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,318,4
35,6000,ChainMetaModelPowell,2,2,1,True,233,5
35,6000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,329,2
35,6000,MetaModel,4,4,3,True,330,1
35,7000,ChainMetaModelPowell,1,0,1,True,225,4
35,7000,ConfPortfolio_scale2_NA_ngopt14s_1,1,1,38,True,224,5
35,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,3,5,True,331,3
35,7000,MetaModel,4,4,3,True,362,2
35,7000,CMA,4,4,0,True,363,1
35,8000,ChainMetaModelPowell,4,0,1,True,230,4
35,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,323,3
35,8000,CMA,2,2,0,True,378,2
35,8000,MetaModel,3,3,3,True,382,1
35,8000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,229,5
35,9000,ChainMetaModelPowell,4,0,1,True,237,4
35,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,336,3
35,9000,CMA,2,2,0,True,373,2
35,9000,MetaModel,2,2,3,True,382,1
35,9000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,237,4
35,10000,ChainMetaModelPowell,2,0,1,True,247,4
35,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,343,3
35,10000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,247,4
35,10000,CMA,4,4,0,True,375,2
35,10000,MetaModel,4,4,3,True,378,1
40,200,Cobyla,1,0,2,True,380,1
40,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,304,2
40,200,MetaModelOnePlusOne,3,3,4,True,142,3
40,200,CMA,4,4,0,True,2,4
40,200,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,2,4
40,300,Cobyla,1,0,2,True,389,1
40,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,351,2
40,300,MetaModelOnePlusOne,3,3,4,True,89,3
40,300,CMA,4,4,0,True,0,4
40,300,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,0,4
40,500,Cobyla,1,0,2,True,369,2
40,500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,392,1
40,500,MetaModelOnePlusOne,3,3,4,True,69,3
40,500,CMA,4,4,0,True,9,4
40,500,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,9,4
40,1000,Cobyla,1,0,2,True,316,2
40,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,417,1
40,1000,MetaModelOnePlusOne,3,3,4,True,60,5
40,1000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,69,3
40,1000,CMA,4,4,0,True,69,3
40,1500,Cobyla,1,0,2,True,278,2
40,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,397,1
40,1500,MetaModelOnePlusOne,3,3,4,True,66,5
40,1500,CMA,4,4,0,True,126,3
40,1500,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,126,3
40,2000,Cobyla,1,0,2,True,245,2
40,2000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,369,1
40,2000,MetaModelOnePlusOne,3,3,4,True,67,5
40,2000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,196,3
40,2000,CMA,4,4,0,True,196,3
40,2500,MetaModelOnePlusOne,3,0,4,True,61,5
40,2500,Cobyla,1,-1,2,True,227,4
40,2500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,358,1
40,2500,CMA,4,4,0,True,237,2
40,2500,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,237,2
40,3000,MetaModelOnePlusOne,3,0,4,True,56,5
40,3000,Cobyla,1,-1,2,True,201,4
40,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,359,1
40,3000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,263,2
40,3000,CMA,4,4,0,True,263,2
40,3500,CMA,4,0,0,True,214,2
40,3500,Cobyla,1,-1,2,True,157,4
40,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,271,1
40,3500,MetaModelOnePlusOne,3,3,4,True,44,5
40,3500,ChainMetaModelPowell,4,4,1,True,213,3
40,4000,CMA,4,0,0,True,239,2
40,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,262,1
40,4000,Cobyla,2,2,2,True,147,4
40,4000,MetaModelOnePlusOne,3,3,4,True,51,5
40,4000,ChainMetaModelPowell,4,4,1,True,204,3
40,4500,CMA,3,0,0,True,247,2
40,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,267,1
40,4500,Cobyla,2,2,2,True,149,5
40,4500,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,247,2
40,4500,ChainMetaModelPowell,3,3,1,True,218,4
40,5000,CMA,3,0,0,True,252,2
40,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,274,1
40,5000,Cobyla,2,2,2,True,131,5
40,5000,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,252,2
40,5000,ChainMetaModelPowell,3,3,1,True,220,4
40,6000,CMA,6,0,0,True,347,2
40,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,290,4
40,6000,ChainMetaModelPowell,2,2,1,True,230,5
40,6000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,347,2
40,6000,MetaModel,4,4,3,True,348,1
40,7000,ChainMetaModelPowell,1,0,1,True,236,4
40,7000,ConfPortfolio_scale2_NA_ngopt14s_1,1,1,38,True,236,4
40,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,3,5,True,282,3
40,7000,MetaModel,4,4,3,True,363,2
40,7000,CMA,5,5,0,True,364,1
40,8000,ChainMetaModelPowell,1,0,1,True,227,4
40,8000,ConfPortfolio_scale2_NA_ngopt14s_1,1,1,38,True,226,5
40,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,3,5,True,307,3
40,8000,MetaModel,4,4,3,True,379,2
40,8000,CMA,4,4,0,True,380,1
40,9000,ChainMetaModelPowell,2,0,1,True,234,4
40,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,310,3
40,9000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,234,4
40,9000,MetaModel,4,4,3,True,392,2
40,9000,CMA,4,4,0,True,393,1
40,10000,ChainMetaModelPowell,2,0,1,True,244,4
40,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,295,3
