dimensions,budget,algorithm,points,rank,ngopt rank
50,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),164.0,2,2
50,200,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,13,13
50,200,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,13,13
50,200,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,13,13
50,200,ConfPortfolio_scale2_NA_ngopt14s_9,1.0,9,9
50,200,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,13,13
50,200,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,13,13
50,200,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,1.0,9,9
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,0.0,13,13
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,1.0,9,9
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,2.0,8,8
50,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,1.0,9,9
50,200,ConfPortfolio_scale2_NA_ngopt14s_1,5.0,4,4
60,200,CMA,3.0,4,4
60,200,ChainMetaModelPowell,3.0,4,4
60,200,Cobyla,289.0,1,0
60,200,MetaModel,3.0,4,4
60,200,MetaModelOnePlusOne,111.0,3,3
60,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),178.0,2,2
60,200,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,22,22
60,200,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,22,22
60,200,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,22,22
60,200,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,22,22
60,200,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,22,22
60,200,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,22,22
60,200,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,22,22
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1.0,8,8
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1.0,8,8
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1.0,8,8
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1.0,8,8
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1.0,8,8
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,1.0,8,8
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,1.0,8,8
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,1.0,8,8
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,1.0,8,8
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,1.0,8,8
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,1.0,8,8
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,1.0,8,8
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,22,22
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,0.0,22,22
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,22,22
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,0.0,22,22
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,0.0,22,22
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,0.0,22,22
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,1.0,8,8
60,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,1.0,8,8
60,200,ConfPortfolio_scale2_NA_ngopt14s_1,3.0,4,4
70,200,CMA,6.0,4,4
70,200,ChainMetaModelPowell,6.0,4,4
70,200,Cobyla,248.0,1,0
70,200,MetaModel,6.0,4,4
70,200,MetaModelOnePlusOne,123.0,3,3
70,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),198.0,2,2
70,200,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,15,15
70,200,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,15,15
70,200,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,15,15
70,200,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,15,15
70,200,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,15,15
70,200,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,15,15
70,200,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,15,15
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,15,15
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,0.0,15,15
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,0.0,15,15
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,0.0,15,15
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,0.0,15,15
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,0.0,15,15
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,0.0,15,15
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,0.0,15,15
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,0.0,15,15
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,0.0,15,15
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,1.0,10,10
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,2.0,8,8
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,15,15
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,1.0,10,10
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,15,15
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,1.0,10,10
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,2.0,8,8
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,0.0,15,15
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,1.0,10,10
70,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,1.0,10,10
70,200,ConfPortfolio_scale2_NA_ngopt14s_1,6.0,4,4
80,200,CMA,5.0,4,4
80,200,ChainMetaModelPowell,5.0,4,4
80,200,Cobyla,238.0,1,0
80,200,MetaModel,5.0,4,4
80,200,MetaModelOnePlusOne,116.0,3,3
80,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),220.0,2,2
80,200,ConfPortfolio_scale2_NA_ngopt14s_12,1.0,9,9
80,200,ConfPortfolio_scale2_NA_ngopt14s_11,1.0,9,9
80,200,ConfPortfolio_scale2_NA_ngopt14s_10,1.0,9,9
80,200,ConfPortfolio_scale2_NA_ngopt14s_9,2.0,8,8
80,200,ConfPortfolio_scale2_NA_ngopt14s_8,1.0,9,9
80,200,ConfPortfolio_scale2_NA_ngopt14s_7,1.0,9,9
80,200,ConfPortfolio_scale2_NA_ngopt14s_6,1.0,9,9
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,1.0,9,9
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,1.0,9,9
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,0.0,17,17
80,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,0.0,17,17
80,200,ConfPortfolio_scale2_NA_ngopt14s_1,5.0,4,4
90,200,CMA,4.0,4,4
90,200,ChainMetaModelPowell,4.0,4,4
90,200,Cobyla,207.0,2,0
90,200,MetaModel,4.0,4,4
90,200,MetaModelOnePlusOne,133.0,3,3
90,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),239.0,1,-1
90,200,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,13,13
90,200,ConfPortfolio_scale2_NA_ngopt14s_11,1.0,11,11
90,200,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,13,13
90,200,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,13,13
90,200,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,13,13
90,200,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,13,13
90,200,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,2.0,8,8
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,1.0,11,11
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,2.0,8,8
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,0.0,13,13
90,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,2.0,8,8
90,200,ConfPortfolio_scale2_NA_ngopt14s_1,4.0,4,4
100,200,CMA,3.0,17,17
100,200,ChainMetaModelPowell,3.0,17,17
100,200,Cobyla,100.0,2,0
100,200,MetaModel,3.0,17,17
100,200,MetaModelOnePlusOne,77.0,3,3
100,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),162.0,1,-1
100,200,ConfPortfolio_scale2_NA_ngopt14s_12,18.0,10,10
100,200,ConfPortfolio_scale2_NA_ngopt14s_11,23.0,8,8
100,200,ConfPortfolio_scale2_NA_ngopt14s_10,22.0,9,9
100,200,ConfPortfolio_scale2_NA_ngopt14s_9,25.0,7,7
100,200,ConfPortfolio_scale2_NA_ngopt14s_8,28.0,6,6
100,200,ConfPortfolio_scale2_NA_ngopt14s_7,31.0,5,5
100,200,ConfPortfolio_scale2_NA_ngopt14s_6,32.0,4,4
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,28,28
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,0.0,28,28
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,0.0,28,28
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,0.0,28,28
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,0.0,28,28
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,0.0,28,28
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,2.0,22,22
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,2.0,22,22
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,2.0,22,22
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,1.0,26,26
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,0.0,28,28
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,3.0,17,17
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,4.0,16,16
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,7.0,15,15
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,9.0,14,14
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,17.0,11,11
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,14.0,13,13
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,15.0,12,12
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,1.0,26,26
100,200,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,2.0,22,22
100,200,ConfPortfolio_scale2_NA_ngopt14s_1,3.0,17,17
2,300,CMA,75.0,4,4
2,300,ChainMetaModelPowell,119.0,2,2
2,300,Cobyla,31.0,12,12
2,300,MetaModel,119.0,2,0
2,300,MetaModelOnePlusOne,73.0,6,6
2,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),222.0,1,-1
2,300,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,32,32
2,300,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,32,32
2,300,ConfPortfolio_scale2_NA_ngopt14s_10,1.0,28,28
2,300,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,32,32
2,300,ConfPortfolio_scale2_NA_ngopt14s_8,2.0,25,25
2,300,ConfPortfolio_scale2_NA_ngopt14s_7,1.0,28,28
2,300,ConfPortfolio_scale2_NA_ngopt14s_6,5.0,20,20
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,50.0,7,7
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,49.0,8,8
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,48.0,9,9
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,44.0,10,10
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,38.0,11,11
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,10.0,14,14
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,6.0,18,18
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,1.0,28,28
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,7.0,16,16
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,3.0,23,23
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,2.0,25,25
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,4.0,22,22
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,7.0,16,16
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,1.0,28,28
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,5.0,20,20
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,3.0,23,23
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,2.0,25,25
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,6.0,18,18
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,10.0,14,14
2,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,17.0,13,13
2,300,ConfPortfolio_scale2_NA_ngopt14s_1,75.0,4,4
3,300,CMA,78.0,5,5
3,300,ChainMetaModelPowell,106.0,2,2
3,300,Cobyla,47.0,7,7
3,300,MetaModel,106.0,2,2
3,300,MetaModelOnePlusOne,92.0,4,4
3,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),148.0,1,0
3,300,ConfPortfolio_scale2_NA_ngopt14s_12,1.0,25,25
3,300,ConfPortfolio_scale2_NA_ngopt14s_11,2.0,18,18
3,300,ConfPortfolio_scale2_NA_ngopt14s_10,1.0,25,25
3,300,ConfPortfolio_scale2_NA_ngopt14s_9,1.0,25,25
3,300,ConfPortfolio_scale2_NA_ngopt14s_8,1.0,25,25
3,300,ConfPortfolio_scale2_NA_ngopt14s_7,2.0,18,18
3,300,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,33,33
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,45.0,8,8
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,43.0,9,9
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,37.0,10,10
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,36.0,11,11
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,34.0,12,12
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,2.0,18,18
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,2.0,18,18
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,6.0,13,13
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,1.0,25,25
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,3.0,16,16
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,1.0,25,25
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,1.0,25,25
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,2.0,18,18
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,1.0,25,25
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,33,33
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,2.0,18,18
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,2.0,18,18
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,3.0,16,16
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,5.0,14,14
3,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,5.0,14,14
3,300,ConfPortfolio_scale2_NA_ngopt14s_1,78.0,5,5
5,300,CMA,46.0,6,6
5,300,ChainMetaModelPowell,78.0,4,4
5,300,Cobyla,111.0,3,3
5,300,MetaModel,78.0,4,4
5,300,MetaModelOnePlusOne,143.0,2,2
5,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),161.0,1,0
5,300,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,30,30
5,300,ConfPortfolio_scale2_NA_ngopt14s_11,1.0,19,19
5,300,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,30,30
5,300,ConfPortfolio_scale2_NA_ngopt14s_9,1.0,19,19
5,300,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,30,30
5,300,ConfPortfolio_scale2_NA_ngopt14s_7,2.0,12,12
5,300,ConfPortfolio_scale2_NA_ngopt14s_6,1.0,19,19
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,10.0,8,8
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,6.0,9,9
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,2.0,12,12
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1.0,19,19
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1.0,19,19
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,2.0,12,12
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,1.0,19,19
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,2.0,12,12
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,1.0,19,19
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,1.0,19,19
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,1.0,19,19
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,1.0,19,19
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,30,30
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,5.0,10,10
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,2.0,12,12
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,0.0,30,30
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,1.0,19,19
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,2.0,12,12
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,2.0,12,12
5,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,3.0,11,11
5,300,ConfPortfolio_scale2_NA_ngopt14s_1,46.0,6,6
10,300,CMA,45.0,7,7
10,300,ChainMetaModelPowell,71.0,4,4
10,300,Cobyla,188.0,1,0
10,300,MetaModel,71.0,4,4
10,300,MetaModelOnePlusOne,135.0,2,2
10,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),128.0,3,3
10,300,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,25,25
10,300,ConfPortfolio_scale2_NA_ngopt14s_11,1.0,13,13
10,300,ConfPortfolio_scale2_NA_ngopt14s_10,1.0,13,13
10,300,ConfPortfolio_scale2_NA_ngopt14s_9,1.0,13,13
10,300,ConfPortfolio_scale2_NA_ngopt14s_8,2.0,9,9
10,300,ConfPortfolio_scale2_NA_ngopt14s_7,1.0,13,13
10,300,ConfPortfolio_scale2_NA_ngopt14s_6,1.0,13,13
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1.0,13,13
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1.0,13,13
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,0.0,25,25
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1.0,13,13
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,0.0,25,25
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,2.0,9,9
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,0.0,25,25
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,0.0,25,25
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,0.0,25,25
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,0.0,25,25
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,1.0,13,13
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,0.0,25,25
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,25,25
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,1.0,13,13
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,25,25
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,2.0,9,9
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,1.0,13,13
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,1.0,13,13
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,3.0,8,8
10,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,2.0,9,9
10,300,ConfPortfolio_scale2_NA_ngopt14s_1,71.0,4,4
15,300,CMA,30.0,7,7
15,300,ChainMetaModelPowell,55.0,4,4
15,300,Cobyla,215.0,1,0
15,300,MetaModel,55.0,4,4
15,300,MetaModelOnePlusOne,146.0,2,2
15,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),144.0,3,3
15,300,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,14,14
15,300,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,14,14
15,300,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,14,14
15,300,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,14,14
15,300,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,14,14
15,300,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,14,14
15,300,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,2.0,8,8
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,1.0,11,11
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,2.0,8,8
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,0.0,14,14
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,1.0,11,11
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,1.0,11,11
15,300,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,2.0,8,8
15,300,ConfPortfolio_scale2_NA_ngopt14s_1,55.0,4,4
20,300,CMA,7.0,4,4
20,300,ChainMetaModelPowell,7.0,4,4
20,300,Cobyla,274.0,1,0
20,300,MetaModel,7.0,4,4
20,300,MetaModelOnePlusOne,112.0,3,3
20,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),167.0,2,2
20,300,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,28,28
20,300,ConfPortfolio_scale2_NA_ngopt14s_11,1.0,10,10
