dimensions,budget,algorithm,rank,ngopt rank,algo ID,in data,points test,rank test
10,4500,ChainMetaModelPowell,3,3,1,True,227,5
10,4500,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,381,2
10,4500,MetaModel,3,3,3,True,302,4
10,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),5,0,5,True,363,3
10,5000,CMA,1,-1,0,True,411,1
10,5000,MetaModel,2,2,3,True,336,4
10,5000,ChainMetaModelPowell,2,2,1,True,222,5
10,5000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,411,1
10,6000,ConfPortfolio_scale2_NA_ngopt14s_1,3,0,38,True,410,1
10,6000,CMA,1,-1,0,True,410,1
10,6000,MetaModel,2,2,3,True,339,4
10,6000,ChainMetaModelPowell,3,3,1,True,228,5
10,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),5,5,5,True,382,3
10,7000,ConfPortfolio_scale2_NA_ngopt14s_1,4,0,38,True,237,4
10,7000,CMA,1,-1,0,True,441,1
10,7000,MetaModel,2,2,3,True,385,2
10,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,3,5,True,353,3
10,7000,ChainMetaModelPowell,4,4,1,True,237,4
10,8000,ConfPortfolio_scale2_NA_ngopt14s_1,4,0,38,True,254,4
10,8000,CMA,1,-1,0,True,439,1
10,8000,MetaModel,2,2,3,True,376,2
10,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,3,5,True,370,3
10,8000,ChainMetaModelPowell,4,4,1,True,254,4
10,9000,ConfPortfolio_scale2_NA_ngopt14s_1,5,0,38,True,261,5
10,9000,CMA,1,-1,0,True,424,1
10,9000,MetaModel,2,2,3,True,363,2
10,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,3,3,37,True,362,3
10,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),4,4,5,True,308,4
10,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,3,0,37,True,366,3
10,10000,CMA,1,-1,0,True,443,1
10,10000,MetaModel,2,2,3,True,388,2
10,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,4,4,35,True,351,4
10,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,5,5,34,True,323,5
15,200,Cobyla,1,0,2,True,370,1
15,200,MetaModelOnePlusOne,2,2,4,True,176,3
15,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,3,5,True,271,2
15,200,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,33,4
15,200,CMA,4,4,0,True,33,4
15,300,Cobyla,1,0,2,True,318,1
15,300,MetaModelOnePlusOne,2,2,4,True,159,3
15,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,3,5,True,315,2
15,300,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,55,4
15,300,ChainMetaModelPowell,4,4,1,True,16,5
15,500,Cobyla,1,0,2,True,267,2
15,500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,2,5,True,317,1
15,500,MetaModelOnePlusOne,3,3,4,True,130,3
15,500,ChainMetaModelPowell,4,4,1,True,40,5
15,500,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,126,4
15,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,0,5,True,279,1
15,1000,Cobyla,1,-1,2,True,158,4
15,1000,MetaModelOnePlusOne,2,2,4,True,94,5
15,1000,ChainMetaModelPowell,4,4,1,True,177,3
15,1000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,180,2
15,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5,True,292,1
15,1500,Cobyla,2,2,2,True,128,5
15,1500,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,251,2
15,1500,ChainMetaModelPowell,3,3,1,True,203,4
15,1500,MetaModel,3,3,3,True,249,3
15,2000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5,True,319,1
15,2000,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,296,3
15,2000,ChainMetaModelPowell,2,2,1,True,213,5
15,2000,MetaModel,2,2,3,True,314,2
15,2000,CMA,5,5,0,True,296,3
15,2500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5,True,330,1
15,2500,MetaModel,2,2,3,True,294,2
15,2500,ChainMetaModelPowell,2,2,1,True,216,5
15,2500,ConfPortfolio_scale2_NA_ngopt14s_1,2,2,38,True,293,3
15,2500,CMA,5,5,0,True,293,3
15,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,0,5,True,331,1
15,3000,CMA,1,-1,0,True,308,3
15,3000,MetaModel,3,3,3,True,315,2
15,3000,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,308,3
15,3000,ChainMetaModelPowell,3,3,1,True,213,5
15,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5,True,353,1
15,3500,CMA,2,2,0,True,335,2
15,3500,ChainMetaModelPowell,3,3,1,True,215,5
15,3500,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,335,2
15,3500,MetaModel,3,3,3,True,321,4
15,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,0,5,True,341,3
15,4000,CMA,1,-1,0,True,364,1
15,4000,ChainMetaModelPowell,3,3,1,True,225,5
15,4000,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,364,1
15,4000,MetaModel,3,3,3,True,337,4
15,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5,True,372,1
15,4500,CMA,2,2,0,True,335,2
15,4500,ChainMetaModelPowell,3,3,1,True,224,5
15,4500,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,335,2
15,4500,MetaModel,3,3,3,True,310,4
15,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5,True,351,3
15,5000,CMA,2,2,0,True,360,1
15,5000,MetaModel,3,3,3,True,337,4
15,5000,ConfPortfolio_scale2_NA_ngopt14s_1,3,3,38,True,360,1
15,5000,ChainMetaModelPowell,3,3,1,True,234,5
15,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,0,5,True,389,1
15,6000,CMA,1,-1,0,True,351,2
15,6000,MetaModel,2,2,3,True,317,4
15,6000,ChainMetaModelPowell,4,4,1,True,234,5
15,6000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,351,2
15,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,0,5,True,375,1
15,7000,CMA,1,-1,0,True,370,2
15,7000,MetaModel,2,2,3,True,334,3
15,7000,ConfPortfolio_scale2_NA_ngopt14s_1,4,4,38,True,246,4
15,7000,ChainMetaModelPowell,4,4,1,True,245,5
15,8000,ConfPortfolio_scale2_NA_ngopt14s_1,4,0,38,True,246,4
15,8000,CMA,1,-1,0,True,392,1
15,8000,MetaModel,2,2,3,True,354,3
15,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,3,5,True,358,2
15,8000,ChainMetaModelPowell,4,4,1,True,245,5
15,9000,ConfPortfolio_scale2_NA_ngopt14s_1,4,0,38,True,235,4
15,9000,CMA,1,-1,0,True,395,1
